ID,Predicted_Results
9222,0.12095824674429562
3931,0.1532389068217371
1242,0.18306762052714076
3639,0.7878480146114927
7951,0.12528527129234582
1803,0.09703286658252158
1459,0.09575411164175081
3538,0.1086349606614814
8924,0.2872405284741897
9294,0.09394494054204883
7023,0.27394525678312404
3190,0.2015396705406721
8145,0.07119771214164211
2313,0.0646420222480534
4265,0.16640549482160297
6517,0.053817045375850435
6136,0.13151424458890723
9413,0.11105044906481418
5070,0.19362438832844164
5141,0.05214714339078899
6633,0.1277498923904626
3729,0.0856472225350704
6038,0.14013744219830426
507,0.1162992422732195
4609,0.054235191281463827
1749,0.10313348864439381
1189,0.5838501383594056
8068,0.18691228141702332
7483,0.23723556534413082
9521,0.07419741190784146
3344,0.05445865490672235
6214,0.05407253479905905
5967,0.6885862413828379
5968,0.05588411507469011
1930,0.08006408344231404
2338,0.08807759109211212
8321,0.3869566208536086
6839,0.5890514824882158
2948,0.6327281079342103
5202,0.4883820891463019
3281,0.33350929182752725
5385,0.1250824192251905
7029,0.24181392633394327
5949,0.12278611620496382
6627,0.12323390635867877
5157,0.18661865507315506
6322,0.1705745641211358
5181,0.09590063199603338
2085,0.2707345222789299
5044,0.1091241900791516
7866,0.13720230024768734
3882,0.2618116786155395
7844,0.32361128953635304
2968,0.05123952100603173
3527,0.06721048403661185
8136,0.21507103661096127
3016,0.044518451965302956
7404,0.6594344761183706
834,0.15099122509409973
5996,0.32169985885656854
9703,0.06529624029447241
7655,0.5866710317275539
1168,0.09876250881029114
2262,0.05909911637430182
1620,0.0573112592145743
9093,0.04948483086196716
861,0.054102762934414274
9770,0.0818806350453982
9729,0.12827773186383176
2907,0.10036122266229759
5842,0.2049990925814613
1273,0.638678680021141
5391,0.16790402081597022
8166,0.11200142095910863
7016,0.3256613704059221
7541,0.21248996861056563
8942,0.1035864003159622
2331,0.09117715269315849
1877,0.17156006081698513
8640,0.15459842318989334
7132,0.1352789773591946
2510,0.13377596082658902
4549,0.0827924921666813
457,0.562106515538869
2372,0.05979669473713541
2254,0.11341821157246212
5541,0.12391820657861845
158,0.08731190998819308
3973,0.21935737811157785
2463,0.0826590737493574
783,0.2162934693866571
9756,0.5093864093359274
9755,0.2176983814730824
9716,0.10935682379353423
7972,0.08630047167165861
3588,0.07146609368780996
8963,0.15357062236582292
4360,0.06833891537022892
9030,0.12750579187062927
8199,0.09844041724950169
3836,0.05984359237018466
2239,0.24079997729234948
4580,0.05278201710774677
