ID,Predicted_Results
9222,0.3456290056042018
3931,0.5592565862092796
1242,0.03840778133004216
3639,0.08034712118124797
7951,0.17382414604163907
1803,0.1439653933673634
1459,0.028525937584353563
3538,0.19308314422974965
8924,0.9935482125306035
9294,0.36412736532468115
7023,0.44253487615934306
3190,0.28388642164250605
8145,0.07085697649068916
2313,0.8021685932143916
4265,0.8183154161069077
6517,0.7600537908936025
6136,0.10529251010967554
9413,0.199443116810756
5070,0.04427056902540121
5141,0.09626201614560935
6633,0.10449364288962922
3729,0.08939447103548091
6038,0.023521316233089045
507,0.17683943461691132
4609,0.20277833652122096
1749,0.20845501155687746
1189,0.0845244366549365
8068,0.06744841617221004
7483,0.18624014462895533
9521,0.1213217201768307
3344,0.10956538149781352
6214,0.06086860193944081
5967,0.11100697630276252
5968,0.11897654985364735
1930,0.25833137131313205
2338,0.052045294887314554
8321,0.33352250457018223
6839,0.0233875372091893
2948,0.14780207265324052
5202,0.2709950841713732
3281,0.791306055716563
5385,0.07037935699205868
7029,0.17957962362402446
5949,0.2974428150251363
6627,0.13524114415416716
5157,0.08589892498888012
6322,0.37614851052389214
5181,0.21646388730858004
2085,0.14360277946063113
5044,0.236866508175052
7866,0.022378028927745822
3882,0.37612474034632587
7844,0.3402475640352588
2968,0.9251664496766907
3527,0.02356436414985349
8136,0.09246787137370364
3016,0.3482905597752216
7404,0.20509268059217278
834,0.04329995393716043
5996,0.42649067128529033
9703,0.1546192041883332
7655,0.19547151076397495
1168,0.1648099974848363
2262,0.21262320089902575
1620,0.15372230305493326
9093,0.15384977426614688
861,0.41067087388289025
9770,0.18998638539967172
9729,0.231191334313028
2907,0.041049961144976777
5842,0.7268399306020225
1273,0.23905603628053476
5391,0.28557873047953053
8166,0.20938714003169687
7016,0.08464649741232888
7541,0.24147608605352627
8942,0.046825221151531024
2331,0.18354994126329666
1877,0.9569546096319742
8640,0.1348594559795695
7132,0.15955337234595887
2510,0.29912514235058846
4549,0.5527654674580138
457,0.06661613465566352
2372,0.18095827542202836
2254,0.13304997053801
