ID,Predicted_Results
9222,0.38922823507596127
3931,0.5495537422631389
1242,0.03431610970828011
3639,0.08707039418759668
7951,0.1366046210448859
1803,0.15118179266120793
1459,0.029341982999474357
3538,0.18092502714431458
8924,0.9899683659367726
9294,0.37183143786285155
7023,0.42865912861439465
3190,0.30573660536442904
8145,0.07567285026494044
2313,0.8127479273793405
4265,0.815337621492168
6517,0.8053481604069288
6136,0.13897943352547043
9413,0.21641316650520936
5070,0.04330500500334001
5141,0.09873108965017888
6633,0.13319781861283986
3729,0.07375810096600119
6038,0.028432652349010365
507,0.18854618700760306
4609,0.2013359409224122
1749,0.23897996246690217
1189,0.0765186626595662
8068,0.056501689245157104
7483,0.1994195934471772
9521,0.11022974424849315
3344,0.1458243600447161
6214,0.07430094981769209
5967,0.1402533974318887
5968,0.13307287072098067
1930,0.2836198523715441
2338,0.058807789132803066
8321,0.3252263652352039
6839,0.02481778822947012
2948,0.1542181441026907
5202,0.24385012196118352
3281,0.6322508957466639
5385,0.08947107304356682
7029,0.2076551616515295
5949,0.2855665771518875
6627,0.12004780016605694
5157,0.09186012650333014
6322,0.36306932278423615
5181,0.2359442875109376
2085,0.1618347782651276
5044,0.2700388204107729
7866,0.026592393653336044
3882,0.3565061738956037
7844,0.3227297554261591
2968,0.9242664272237096
3527,0.02463731629716941
8136,0.10561978757644537
3016,0.33666253127429024
7404,0.20931747092168998
834,0.048455158802423105
5996,0.4068288539537589
9703,0.16205410778783244
7655,0.22238935340251476
1168,0.15689099503596363
2262,0.23899056429211546
1620,0.1751754873029481
9093,0.1626286887862937
861,0.38069760395966407
9770,0.21179691650883425
9729,0.2404581811014554
2907,0.04595891911474228
5842,0.6241426502720137
1273,0.232355096370842
5391,0.28129797961599373
8166,0.21808962100789006
7016,0.08987632324554067
7541,0.2204080761238368
8942,0.059505045869660586
2331,0.21487101417083967
1877,0.9579690117141786
8640,0.1628490694398263
7132,0.1502916014108771
2510,0.3346743057799683
4549,0.48910363057163253
457,0.08556499248589836
2372,0.217630937247268
2254,0.15041958700230454
5541,0.19422315569463736
158,0.04776512695680235
3973,0.1328756481196396
2463,0.9846519392772357
783,0.052899167539024974
9756,0.14831501179224013
9755,0.14284056047838728
9716,0.0569799812086873
7972,0.138863117765863
3588,0.20122275253910915
8963,0.19036870409084206
4360,0.2591845123224052
9030,0.10709695949378441
8199,0.27664216505395056
3836,0.18491903294950318
2239,0.034246500116283295
4580,0.5944133396635612
9019,0.13918040664255144
5868,0.1844247778474652
1084,0.07308306865350792
6211,0.1304419625767252
3592,0.054440001686412276
8739,0.13742346439312816
4614,0.27448853322970085
2897,0.1134045149294282
1571,0.11536186102314108
1477,0.034706532914947935
6252,0.19942386396309777
4639,0.327060670234718
1725,0.14612404683568767
5465,0.2673625834411865
663,0.02166017546825799
255,0.206141035425767
620,0.1298634244105489
9996,0.05686338486351883
2540,0.5995774723842626
2258,0.04715573800641573
7940,0.2063746864327053
183,0.6739908577231779
8216,0.40209567089578796
4693,0.21575736162907894
652,0.42628719334452064
2988,0.13006776173767984
6421,0.2500363452781934
2804,0.18227230069878897
8444,0.06977943046680249
5091,0.21761215434014017
1157,0.1176620556823077
5211,0.04058061869117327
2647,0.15471868703448496
1455,0.1125827870881214
5163,0.05570135777167002
8148,0.26699656772077857
3750,0.13186391467162814
6506,0.6912016878536009
9517,0.11046597751587793
8961,0.06749891596962156
7024,0.043665535283105406
9015,0.441162685404214
8211,0.03310896505375298
5655,0.10904645329941302
4544,0.19859188163748343
2385,0.07880287922563746
3877,0.10150583615621502
1015,0.26295318070556256
9631,0.0795804885615847
9930,0.16606755977298718
4182,0.13320532683091107
2636,0.23400937154709062
8688,0.1540074186402581
1095,0.04007860403914199
8703,0.3923165309054548
187,0.2756243836248217
2508,0.14191160187044882
6851,0.16964073119568696
3770,0.30274434674178075
17,0.8174250856093456
5350,0.09533076704441261
4020,0.03626574908363434
1634,0.14359017490873416
122,0.15736214373668658
9112,0.0940487735027923
5466,0.3369292123338635
9653,0.24985287986667942
5972,0.06702138129021731
4868,0.16520207691418634
7059,0.5636952474993837
2291,0.09583245358496095
6375,0.062918846345564
6115,0.3900114273307013
6365,0.039188652159907966
8550,0.035337821805699235
4931,0.16722856848645212
3100,0.33234196406044697
7718,0.13832932757763047
9200,0.20191489279184435
3243,0.170896992989133
933,0.28705267824042596
1428,0.8270144225768126
8308,0.16783175506683826
1091,0.145042449872212
171,0.3382435632859379
8565,0.5834375912830645
4056,0.46463753853153666
6291,0.08763804321845009
2435,0.7957607956147331
4627,0.09811495149197201
7990,0.19152610471205275
779,0.021111775824270543
8865,0.13390610580034484
972,0.02295405977665646
1165,0.23497734784387422
2470,0.1720702617750664
9306,0.3489222141843566
6439,0.4410715361061069
4154,0.8256660210098601
4536,0.23142689880932052
4668,0.8202341583860436
1966,0.15236985082642407
5272,0.3427515801805309
3338,0.7335495188351656
4920,0.2713280898123744
9576,0.11173624616049464
1462,0.06730348161041991
8461,0.6349564302838617
7452,0.21450306881061273
2202,0.13785986157999974
1870,0.16879048822342765
3448,0.21091440604121495
9258,0.07246654386446204
1351,0.16788135052493594
7867,0.21492259262348531
9256,0.9726658919786567
1260,0.12594184369282277
4039,0.31264433374514367
6242,0.10810442236703766
4856,0.054120075093739
3246,0.3390876648549683
4126,0.08258417075033382
5568,0.05833748662322903
4326,0.32011901434806034
932,0.06674915354844314
5149,0.12989739400212405
9371,0.2534757369187605
5054,0.12937874814990932
8738,0.08584993335347989
6688,0.12908620658088168
7800,0.18514711818754956
8106,0.19831775044147154
3173,0.15191742677960643
8603,0.05294311609113657
1519,0.08873980348056636
4595,0.09962172724819998
8357,0.14240200675722384
1356,0.1548433848572959
7071,0.22052664677730233
2964,0.22646127832486201
8671,0.1973542007864376
7954,0.17019990219152814
7003,0.16275291415120308
7521,0.12446415136403156
9790,0.03458493736673292
4328,0.0982704627618557
8611,0.10491351050135277
9657,0.0947580494489775
8262,0.1311330999217526
8044,0.14087411857370027
7033,0.15030645406226767
1249,0.03148360217435556
3015,0.3724445302802538
5891,0.16466620017527378
5101,0.09378160060247293
5052,0.25129816791824644
6811,0.3707989720550776
1474,0.0696691978552541
9809,0.2490243746101559
7400,0.3064593520172001
3954,0.16583424937593894
4724,0.14871638895575068
6911,0.268910146018354
644,0.24310689793485307
7685,0.1651981563941298
8535,0.034796326660068655
7567,0.207929195594009
4950,0.07519508941927912
8177,0.17614421942432265
2834,0.20393052197816725
5566,0.10678138823049806
8483,0.16277856487513245
7247,0.053334809188397385
7122,0.13234236241651354
1856,0.3187024006706903
2728,0.06554761832451293
815,0.046146003769478514
3739,0.3011670746737973
5486,0.04358784545057656
6907,0.16738803484227704
9293,0.24363391158025968
7440,0.12838249458335974
7650,0.10231081282029697
4255,0.10668765596206982
3816,0.17330595230428678
882,0.6578928183874792
9155,0.07629801774190978
7657,0.1205461661916376
4064,0.2488844715203604
701,0.3036148703474629
5200,0.055369448996059424
5001,0.14411269453047085
6177,0.22348547484828035
4424,0.21019533735481988
999,0.14616073015703338
5706,0.17734227580313294
4930,0.09512952437884065
8074,0.13177929881100223
824,0.19462352455620804
6277,0.44473164594880366
4463,0.03517379268789919
337,0.11558716293888383
1532,0.027469058977536952
3374,0.06746889128074661
3441,0.4269145825676215
2167,0.14558123133916248
8669,0.176951250350057
8272,0.05068413150143691
524,0.15805977287719836
7790,0.237157488417975
3641,0.2788885638814645
852,0.2279514491762159
6684,0.45348112361216947
4759,0.2176702788049893
8013,0.02230862137456631
7292,0.13995028986945268
5223,0.1338786737692184
7384,0.1423775862805685
633,0.19566131924218325
1054,0.5024148154892094
7436,0.9661906528419685
7845,0.043519751708102676
7843,0.33470217666819235
5046,0.7596849341830743
1113,0.16792871714261698
7623,0.4366851996080592
3679,0.08516953955299987
40,0.08915927847539618
8872,0.11255848472590282
372,0.06103204603169393
7149,0.023681274625461383
8854,0.14759738936890612
6436,0.12223323238677374
8156,0.05285211642651194
6550,0.040077922694355464
3449,0.16337413443933338
7522,0.23906173234520284
7538,0.1692778682845408
7034,0.14343457390208428
8492,0.09799443942625934
3382,0.6584463458324542
8608,0.15653587077077274
573,0.038111737698923995
1851,0.047407651067101576
6388,0.3167052398383199
8910,0.1029640635457815
8196,0.6958414496471307
6091,0.05825782533177507
9451,0.3502039369598499
4279,0.2397699886320204
8945,0.1439319188870697
204,0.10979284005501493
9903,0.09037544768517469
8698,0.2018014996922282
8599,0.26411469748640887
4283,0.4535906558160809
3736,0.14198699701927828
9017,0.06128636468115555
983,0.03394692555417665
5209,0.09682280235626821
7817,0.09812097978672464
9111,0.1938276274501923
8467,0.2587882248224176
9314,0.23726376062937501
9443,0.040967661579520594
7901,0.48361212245880936
1872,0.09703828549473607
1112,0.5528365952921033
1320,0.2681561603917942
1026,0.04007725961747088
6881,0.08408361935638288
6608,0.4441283209822826
93,0.10714740799374979
5451,0.1261223791170488
8935,0.1779828361577816
4910,0.24552566433783002
1426,0.24768882393326222
2460,0.6510084585828079
1625,0.05206000748461271
5608,0.8920474810470737
674,0.09761450065265383
3149,0.24612887791659813
987,0.2097238550917582
5775,0.1381713603155105
5354,0.14564767057035763
7103,0.23329547119050628
8184,0.04910155063245415
6486,0.10799275025653107
7055,0.06799646739899048
7999,0.7667584447324158
2619,0.15238251429180716
5186,0.44462125130679764
986,0.08464205882730928
9945,0.10065606382381032
5015,0.10458528812786635
2179,0.39869933820383174
8784,0.12764327604152
9384,0.03545666447696017
8164,0.5527161637940221
9754,0.2682627432493139
2459,0.03204399285804303
8727,0.31988981523396504
1424,0.14061818367752257
1544,0.15029102044608456
3661,0.038424318112660436
6279,0.10446158426609077
5919,0.20940698910668185
797,0.3851537266863437
3636,0.20458939975274448
4946,0.1270555097775038
6635,0.26792934728207796
2825,0.18427087698310374
8175,0.10936292283576535
3495,0.21064547842906345
8991,0.04370549167541027
4478,0.6464723784153477
630,0.0945482762118658
7594,0.15114009936150097
3685,0.12921742987243676
900,0.09295329321579139
9287,0.07313000717538896
4198,0.7762767647759599
6391,0.2185738583957342
4175,0.887048776465954
9464,0.0676044623036401
3231,0.034705200030282005
3563,0.10122562763885619
5679,0.14324871739037767
534,0.11484302474841644
1865,0.29258915079021297
3970,0.08458771927177426
3768,0.13422456658185852
4481,0.11353999214400055
3628,0.1885987459465372
5651,0.23202882243577702
3114,0.04148612607653821
5977,0.2989872966388965
8201,0.5312935996962125
4262,0.14352526203684687
3808,0.16577466413829992
2831,0.19612912949919192
9828,0.02652979807005169
3437,0.14089198398432312
1885,0.039676704796316305
1880,0.14505670355152941
2608,0.08817709544439345
8247,0.026225498653857385
2483,0.2413264202026875
6256,0.8907318609901504
3404,0.209623880876587
4525,0.1326914249513065
3335,0.04325998995102315
8277,0.09708034157139706
6073,0.08662594458597087
9065,0.2637692797506739
2443,0.03968916676795158
4484,0.35280175826354093
47,0.09739338786580112
345,0.058991240962078445
844,0.21718467807131633
5710,0.2208564308778959
1109,0.12408510642457002
9768,0.1652662032529796
5043,0.08504943308750537
6755,0.09013336360646411
5035,0.06254910467962733
6417,0.12316341701537892
299,0.1759921765101421
6246,0.1328810102370219
6166,0.7851838449924723
2539,0.1453839748500503
6963,0.18816311967075378
5260,0.4033918564823314
7030,0.27609169075932705
8681,0.13834279042260045
6830,0.21724400257076226
3898,0.17865267202863858
8111,0.2091376495740926
763,0.19035697904128232
4025,0.15920449260655578
2010,0.6119102843673409
7777,0.0809772323557959
7761,0.10246365229294603
1595,0.12973916945577701
9998,0.1019377714958846
1162,0.26108732050293243
1331,0.06413153607763886
4707,0.1703685892757941
4641,0.35938962213338277
3106,0.035403133191670676
4393,0.4034915793526612
8257,0.42273485720144255
1233,0.34701254542750265
3797,0.07299495661123744
9168,0.09365717258663196
3907,0.1887532257069634
3620,0.22646889313038546
5873,0.027084329921331515
198,0.14993340291241844
4552,0.2025786337854944
6191,0.2939971997525775
3989,0.14682524852854084
3358,0.11118802487964263
1957,0.18085083489330164
4361,0.04017479691560751
7939,0.13513460670700325
3482,0.04849272059096491
5406,0.12310726485571585
9174,0.16051956235688616
5925,0.12398685763527362
9103,0.5099528210887196
3366,0.8810594189204265
8185,0.3505558908960783
8188,0.15148601763930286
3201,0.09544609327825494
8695,0.37003472752131916
6112,0.07947397496677872
4394,0.1530235612310496
6613,0.31955645980071407
3396,0.13083359747395645
4048,0.08605526579881484
9724,0.22402697001502703
9457,0.16908321328138406
1334,0.3344111227682462
2169,0.8115623529466334
7993,0.29735832170446314
2683,0.08186182991632165
1057,0.07107387825782825
335,0.20757725905606372
2663,0.24491875076193637
7524,0.10644848975454481
3033,0.2210509953759264
3058,0.16652988457242027
9917,0.14634238448863693
4109,0.33068004108043136
3383,0.12499412716541171
5534,0.22335991723944784
5758,0.08916131241997213
5825,0.32753637704617744
3297,0.144225887177303
495,0.17293305822704963
9528,0.10616994259174824
2934,0.4702402978117423
7301,0.3851154898959053
939,0.18218877671583616
1643,0.31105265488188266
7412,0.17316576101519116
2203,0.08331879771030591
7062,0.1955754748068734
8186,0.2888434985927704
6426,0.21350295825150556
4234,0.22043720083546844
9448,0.18247520039042364
6719,0.16816465855898852
6450,0.5830386055387499
5063,0.19983650534160582
2366,0.1598242142159409
2638,0.15240293717120268
4745,0.501686112574278
4301,0.19978785794585602
447,0.20131163278205777
1170,0.1563217750599393
5633,0.2911427166843328
1533,0.08238036026859165
623,0.09766025844274243
8449,0.38503026990497313
3737,0.1149402183197492
4357,0.35319737394010625
8582,0.10096641312426176
5966,0.09853384386727207
7290,0.18584995824489628
6952,0.16172660700462568
514,0.1884997061537343
8566,0.38041632414278276
6424,0.27930072101808345
1775,0.045966030763316665
4177,0.3259880875483118
5170,0.0679158256699711
7005,0.23568592240121342
9498,0.03413044034888196
8435,0.18002097858199914
3285,0.4216771714784409
8091,0.17735323906095593
8730,0.47551836726511176
9602,0.09110706372063057
578,0.033894489740108134
3497,0.04597207156365631
3134,0.24061565941552843
1894,0.057137955615556464
2568,0.08230608401586288
7542,0.02318571983902963
6709,0.08429571765345957
5092,0.19491753097420203
6726,0.3641250950638857
2646,0.03175395453437347
3541,0.26492061702512093
9428,0.26042979532160176
5215,0.1489886409841821
8866,0.07706539653679577
2028,0.7953575921967526
3486,0.21899655227614087
6452,0.05452392374869984
3443,0.13669290437205836
374,0.13086030140115623
1222,0.15265464553208696
6567,0.11469118208916848
5370,0.42190214882511007
4220,0.08662072529408883
9708,0.16081820220988396
5668,0.039419905702872876
3933,0.0738198700609391
2307,0.20487551048865935
5834,0.6332982311656
3944,0.09442866105929698
3966,0.141592707652206
567,0.857795444106106
4943,0.19190182703152306
7721,0.046822459322757186
5716,0.026008235412747792
5471,0.14759592716528283
2127,0.09502205320167353
3866,0.05498385451403346
7626,0.21750908229185878
866,0.058047514333095455
8442,0.1232587691069395
9354,0.08730388385128282
5085,0.45440934971758373
139,0.7253961264086135
8906,0.10289039949689589
5777,0.360658548299125
5585,0.267834253785111
2545,0.09479044530244798
2560,0.1934267643968079
9408,0.08452791302449295
1020,0.23423570301978244
2813,0.549371904213561
3416,0.2308992287124303
3983,0.2163569721888817
1115,0.742325326690924
7151,0.23767519241767376
5401,0.1544461232818121
5843,0.1519281665395844
4625,0.1755728841723402
5132,0.2569453543676356
9368,0.34613433794413595
5106,0.8010415268146758
6060,0.06962646456167262
4200,0.2939573997031663
218,0.16232161099027062
6762,0.0849688649730942
9434,0.039100114680371195
3719,0.03457347322136671
2465,0.18543797272464513
706,0.3053715031752713
954,0.14943313704421005
4366,0.08806284908863715
6545,0.302865235312343
4149,0.0784845392439881
1667,0.28495773074399405
9975,0.08797552873553614
2092,0.30394045518168733
4442,0.11169947996436377
817,0.03413902732979697
7888,0.09333735003473069
8345,0.8351710705816313
4302,0.12682438344616154
7829,0.22670777162835382
8549,0.30964462438358764
7709,0.14137548445025971
1374,0.5778288039741872
5629,0.20521245747766187
3277,0.7003951092436532
7537,0.20423836578732052
736,0.14304390008299106
8596,0.20038118208201613
7491,0.13397261838543098
8605,0.06515647373266101
2525,0.14065834365467667
1209,0.22370139014659204
1699,0.5838479703721717
5071,0.11821692374269777
1844,0.11635797610793926
9633,0.3443351525707198
4995,0.18498969409222385
8699,0.19202415949530566
7831,0.08441780245867032
3575,0.15551516293668874
757,0.056583295566332736
6271,0.1262789770060485
2190,0.19990658181436546
7078,0.10706175169049237
7489,0.33518637934516776
9283,0.20724292937891683
5273,0.5330928737668825
1676,0.04112997034709591
1502,0.11895799066298934
1798,0.4361403615742967
115,0.0494341586611807
1770,0.08900947392591166
2712,0.030577157160182684
1034,0.03621917894077854
8265,0.12178259157485856
6957,0.1837337034835771
7633,0.29540162573755746
195,0.22537831877505335
3211,0.4482450189379974
7588,0.2602383681497353
680,0.13246375954707262
9190,0.12187114018874301
1264,0.3164104013856134
133,0.16172607024098676
4392,0.19841384664215073
3530,0.07664685518931323
3793,0.10311905030566776
5961,0.2067288956386745
2664,0.17505467159277818
6664,0.12207295369229573
1448,0.3729499800623661
3993,0.1805673404655979
4621,0.09187414774309555
5603,0.2520035743243177
1093,0.15117836751459504
2500,0.9125212766252216
357,0.055431680333752086
9546,0.3164638812847988
3571,0.543471888320729
5690,0.254172757519646
2538,0.11293906846453064
679,0.14841232754080513
1622,0.15363759205541058
3381,0.13852907885018365
9400,0.1239266607874017
4224,0.5678613121437052
2572,0.22718458956332258
9530,0.13877960131776867
9732,0.13702628195061392
6980,0.29716608313153875
8080,0.06553733124400415
6959,0.08747157014630645
6047,0.22119633562588653
5544,0.15522145505056692
8895,0.22188145892585387
5492,0.06675973766128651
846,0.6232206498338233
48,0.3116594168610852
9526,0.37749083535305517
8538,0.1486858128902802
100,0.14152793746043532
8042,0.9875954200366
2867,0.09161871850224995
4656,0.060899851061595345
1275,0.15147799610958304
3460,0.08225986026269998
252,0.03984329239929205
905,0.7557113196713676
6040,0.07942273059494945
3587,0.7135247836655021
376,0.2280264209672532
7421,0.28468330055318813
1764,0.2319660647199072
5857,0.08705137807495278
2802,0.13362445768386577
8644,0.20527193934620722
7797,0.05016661715721947
4973,0.36949916648616066
6269,0.3545065115788719
9838,0.12175749205095791
9993,0.04626386946598754
9327,0.1435011169891565
6561,0.054865218705575446
8562,0.10448953568841679
3283,0.16521763155759492
4604,0.05461138908557301
988,0.2410812196814964
1128,0.2973595732816756
795,0.12292224791242909
2742,0.14455630499651598
7947,0.3531181446185322
3085,0.0529926605491509
5412,0.07359613054760891
4822,0.1626233558890214
9697,0.09646656206182803
7309,0.41711305756150174
285,0.03368445849680663
5355,0.1013248933475437
4685,0.04395731837957897
1434,0.33117155488690075
