ID,Predicted_Results
9222,0.09616034486557529
3931,0.21328554629342095
1242,0.14519968702458802
3639,0.7093772218632693
7951,0.16625954316114502
1803,0.0441908750255973
1459,0.057943952648343594
3538,0.10631173305456884
8924,0.19617555735635162
9294,0.06910437253185493
7023,0.1981190248188667
3190,0.13160481886035502
8145,0.051066028759091754
2313,0.09541815808665412
4265,0.10010557618792945
6517,0.04555296868266775
6136,0.09409898156226978
9413,0.10344304212114888
5070,0.2223078586847145
5141,0.04693202960114158
6633,0.1688915197460795
3729,0.060177213360647026
6038,0.15709193662999507
507,0.23756570898194548
4609,0.029004738693983654
1749,0.0792741582620134
1189,0.6328558687511223
8068,0.1632263626324682
7483,0.2998504103432165
9521,0.04550445010955221
3344,0.035929509729735694
6214,0.055575667591473005
5967,0.768283127381469
5968,0.06196679889782219
1930,0.10532424381938973
2338,0.05509111339549027
8321,0.27723593920914724
6839,0.4726117960120057
2948,0.5858240008734933
5202,0.3701285599622561
3281,0.31051256451709847
5385,0.1660306043365115
7029,0.1943874386724782
5949,0.11938025125883422
6627,0.11296385752280343
5157,0.1034329297160309
6322,0.16537260100912704
5181,0.1859390022070875
2085,0.3849584896186479
5044,0.06599322135581018
7866,0.04005938960419271
3882,0.34958403431625645
7844,0.33639713796360005
2968,0.05306041784537515
3527,0.04923578344935337
8136,0.25916855158504476
3016,0.03624738978934597
7404,0.6193711757909879
834,0.2280953281338273
5996,0.31176717650408925
9703,0.0412851450429281
7655,0.7094541861999621
1168,0.08024484450484018
2262,0.04673901357444926
1620,0.04949118446180645
9093,0.031663737628547746
861,0.037604622168687804
9770,0.10066113200028494
9729,0.09578094662444743
2907,0.05379215907430123
5842,0.17064208551074872
1273,0.6642338974439941
5391,0.12545674754185382
8166,0.08968981961893667
7016,0.3826765241962685
7541,0.19540138878597357
8942,0.1626350638546659
2331,0.1427628315756214
1877,0.2559808371639046
8640,0.2152555905975466
7132,0.12336921399613865
2510,0.23318084127417069
4549,0.038903051352026756
457,0.563062296953798
